N, ROB size, RS size, Cache Size, Memory Latency, Branch Type, Unrolls, Optimization Lvl, Cycles, Instructions, Branch hit, Icache hit, Dcache hit, ROB hzrds, RS hzrds, LSQ hzrds
1, 32, 16, 64, 100, 2, 2, 8, 14674, 3859, 0.531739, 0.979232, 0.796078, 304, 0, 187
1, 32, 16, 64, 100, 2, 3, 8, 13319, 3667, 0.441771, 0.964813, 0.820343, 549, 0, 187
1, 32, 16, 64, 100, 2, 4, 8, 13362, 3571, 0.477833, 0.955964, 0.835013, 341, 0, 187
1, 32, 16, 64, 100, 3, 1, 8, 11768, 4435, 0.237206, 0.977642, 0.825517, 553, 0, 187
1, 32, 16, 64, 100, 3, 2, 8, 11626, 3859, 0.272309, 0.972990, 0.829743, 615, 1, 187
1, 32, 16, 64, 100, 3, 3, 8, 11463, 3667, 0.278152, 0.966853, 0.825899, 683, 0, 187
1, 32, 16, 64, 100, 3, 4, 8, 12111, 3571, 0.361576, 0.964819, 0.848545, 494, 0, 187
1, 32, 16, 64, 1000, 1, 1, 8, 29761, 4435, 0.298132, 0.974732, 0.820157, 14275, 0, 1047
1, 32, 16, 64, 1000, 1, 2, 8, 29506, 3859, 0.352346, 0.970851, 0.814011, 14246, 65, 1047
1, 32, 16, 64, 1000, 1, 3, 8, 29365, 3667, 0.358037, 0.959820, 0.812972, 14113, 76, 1111
1, 32, 16, 64, 1000, 1, 4, 8, 30152, 3571, 0.456158, 0.951215, 0.841848, 12798, 214, 1183
1, 32, 16, 64, 1000, 2, 1, 8, 35564, 4435, 0.664500, 0.967761, 0.723391, 13822, 0, 1047
1, 32, 16, 64, 1000, 2, 2, 8, 32110, 3859, 0.530819, 0.949726, 0.738587, 14265, 24, 1047
1, 32, 16, 64, 1000, 2, 3, 8, 30488, 3667, 0.440808, 0.955469, 0.776307, 14138, 247, 1047
1, 32, 16, 64, 1000, 2, 4, 8, 30326, 3571, 0.477833, 0.935854, 0.832200, 11709, 501, 1108
1, 32, 16, 64, 1000, 3, 1, 8, 28714, 4435, 0.234768, 0.978155, 0.845018, 14691, 0, 1047
1, 32, 16, 64, 1000, 3, 2, 8, 28461, 3859, 0.270469, 0.975958, 0.835518, 14611, 3, 1047
1, 32, 16, 64, 1000, 3, 3, 8, 28234, 3667, 0.278152, 0.969325, 0.837981, 14277, 23, 1048
1, 32, 16, 64, 1000, 3, 4, 8, 28911, 3571, 0.361576, 0.967749, 0.866972, 13554, 216, 1255
2, 12, 6, 8, 100, 1, 1, 8, 13124, 4435, 0.293258, 0.763527, 0.565600, 3940, 1120, 0
2, 12, 6, 8, 100, 1, 2, 8, 14253, 3859, 0.365225, 0.538944, 0.630027, 4190, 1580, 0
2, 12, 6, 8, 100, 1, 3, 8, 15151, 3667, 0.384986, 0.289711, 0.643083, 4685, 1803, 0
2, 12, 6, 8, 100, 1, 4, 8, 14796, 3571, 0.382266, 0.250701, 0.646294, 4536, 1901, 0
2, 12, 6, 8, 100, 2, 1, 8, 21897, 4435, 0.662063, 0.301588, 0.636190, 4690, 3204, 0
2, 12, 6, 8, 100, 2, 2, 8, 18001, 3859, 0.538178, 0.339203, 0.654454, 4628, 2717, 0
2, 12, 6, 8, 100, 2, 3, 8, 15980, 3667, 0.453321, 0.295667, 0.656726, 4605, 2602, 0
2, 12, 6, 8, 100, 2, 4, 8, 16585, 3571, 0.488670, 0.276566, 0.665046, 4691, 2432, 0
2, 12, 6, 8, 100, 3, 1, 8, 12498, 4435, 0.264825, 0.847264, 0.565898, 3842, 1087, 0
2, 12, 6, 8, 100, 3, 2, 8, 13025, 3859, 0.291628, 0.640326, 0.617051, 3770, 1622, 0
